"lab_name","test_performed","test_type","tests_positive","tests_negative","gmp_indication"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-01-12T00:00:00Z","1477",112,493,"profilaktika"
"Viešoji įstaiga KLAIPĖDOS VAIKŲ LIGONINĖ","2021-01-12T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-12T00:00:00Z","1557",3,4,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-12T00:00:00Z","1477",1,2,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-12T00:00:00Z","1557",2,6,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-01-12T00:00:00Z","1477",17,89,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-12T00:00:00Z","1477",30,739,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-12T00:00:00Z","1557",0,12,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-12T00:00:00Z","1477",1,7,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-12T00:00:00Z","1537",1,9,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-12T00:00:00Z","1557",2,6,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-12T00:00:00Z","1557",5,18,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-12T00:00:00Z","1477",66,1206,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-12T00:00:00Z","1537",11,18,"profilaktika"
"Vilniaus universitetas","2021-01-12T00:00:00Z","1477",135,270,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-13T00:00:00Z","1477",15,806,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-13T00:00:00Z","1557",0,1,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-01-13T00:00:00Z","1477",58,296,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-01-13T00:00:00Z","1477",237,605,"profilaktika"
"Nacionalinis vėžio institutas","2021-01-13T00:00:00Z","1477",27,128,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-13T00:00:00Z","1477",43,197,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-13T00:00:00Z","1557",0,1,"profilaktika"
"UAB ""Baltic Medics""","2021-01-13T00:00:00Z","1477",119,600,"profilaktika"
"UAB ""Baltic Medics""","2021-01-13T00:00:00Z","1557",0,1,"profilaktika"
"UAB ""Rezus.lt""","2021-01-13T00:00:00Z","1477",32,330,"profilaktika"
"UAB ""Rezus.lt""","2021-01-13T00:00:00Z","1557",1,159,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-01-13T00:00:00Z","1477",7,100,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-13T00:00:00Z","1477",287,1730,"profilaktika"
"UAB InMedica","2021-01-13T00:00:00Z","1477",71,398,"profilaktika"
"UAB InMedica","2021-01-13T00:00:00Z","1557",0,41,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-13T00:00:00Z","1557",0,17,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-13T00:00:00Z","1477",182,2316,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-01-13T00:00:00Z","1477",99,503,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-13T00:00:00Z","1557",0,6,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-13T00:00:00Z","1557",3,11,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-13T00:00:00Z","1477",0,2,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-01-13T00:00:00Z","1477",11,113,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-13T00:00:00Z","1557",7,24,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-13T00:00:00Z","1477",36,528,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-13T00:00:00Z","1537",1,7,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-13T00:00:00Z","1477",0,4,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-13T00:00:00Z","1557",1,8,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-13T00:00:00Z","1537",3,11,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-13T00:00:00Z","1477",44,938,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-13T00:00:00Z","1557",8,11,"profilaktika"
"Vilniaus universitetas","2021-01-13T00:00:00Z","1477",0,8,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-14T00:00:00Z","1477",8,539,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-01-14T00:00:00Z","1477",75,272,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-01-14T00:00:00Z","1537",4,28,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-01-14T00:00:00Z","1477",153,510,"profilaktika"
"Nacionalinis vėžio institutas","2021-01-14T00:00:00Z","1477",9,62,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-14T00:00:00Z","1557",0,18,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-14T00:00:00Z","1477",20,261,"profilaktika"
"UAB ""Baltic Medics""","2021-01-14T00:00:00Z","1477",98,591,"profilaktika"
"UAB ""Rezus.lt""","2021-01-14T00:00:00Z","1477",92,322,"profilaktika"
"UAB ""Rezus.lt""","2021-01-14T00:00:00Z","1557",1,198,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-01-14T00:00:00Z","1477",4,113,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-14T00:00:00Z","1477",187,1692,"profilaktika"
"UAB InMedica","2021-01-14T00:00:00Z","1477",71,444,"profilaktika"
"UAB InMedica","2021-01-14T00:00:00Z","1557",0,10,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-14T00:00:00Z","1477",155,2014,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-14T00:00:00Z","1557",3,25,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-01-14T00:00:00Z","1477",105,453,"profilaktika"
"Viešoji įstaiga KLAIPĖDOS VAIKŲ LIGONINĖ","2021-01-14T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-14T00:00:00Z","1557",1,8,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-14T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-14T00:00:00Z","1557",1,11,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-14T00:00:00Z","1477",3,7,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-01-14T00:00:00Z","1477",15,71,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-14T00:00:00Z","1557",1,10,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-14T00:00:00Z","1477",30,613,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-14T00:00:00Z","1537",1,5,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-14T00:00:00Z","1557",2,6,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-14T00:00:00Z","1537",0,1,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-14T00:00:00Z","1477",53,1035,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-14T00:00:00Z","1557",7,16,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-14T00:00:00Z","1537",10,18,"profilaktika"
"Vilniaus universitetas","2021-01-14T00:00:00Z","1477",8,67,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-15T00:00:00Z","1557",0,1,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-15T00:00:00Z","1477",19,789,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-15T00:00:00Z","1537",0,1,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-01-15T00:00:00Z","1537",0,1,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-01-15T00:00:00Z","1477",78,259,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-01-15T00:00:00Z","1477",193,555,"profilaktika"
"Nacionalinis vėžio institutas","2021-01-15T00:00:00Z","1477",15,76,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-15T00:00:00Z","1477",32,211,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-15T00:00:00Z","1557",0,13,"profilaktika"
"UAB ""Baltic Medics""","2021-01-15T00:00:00Z","1477",123,667,"profilaktika"
"UAB ""Rezus.lt""","2021-01-15T00:00:00Z","1557",3,99,"profilaktika"
"UAB ""Rezus.lt""","2021-01-15T00:00:00Z","1477",10,255,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-01-15T00:00:00Z","1477",11,169,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-15T00:00:00Z","1557",0,2,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-15T00:00:00Z","1477",196,1714,"profilaktika"
"UAB InMedica","2021-01-15T00:00:00Z","1557",0,21,"profilaktika"
"UAB InMedica","2021-01-15T00:00:00Z","1477",87,534,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-15T00:00:00Z","1557",1,51,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-15T00:00:00Z","1477",178,1956,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-01-15T00:00:00Z","1477",110,492,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-15T00:00:00Z","1557",4,3,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-15T00:00:00Z","1477",1,0,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-15T00:00:00Z","1557",0,2,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-15T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-01-15T00:00:00Z","1477",9,81,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-15T00:00:00Z","1557",3,17,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-15T00:00:00Z","1477",34,456,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-15T00:00:00Z","1537",1,9,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-15T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-15T00:00:00Z","1477",1,0,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-15T00:00:00Z","1557",1,7,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-15T00:00:00Z","1477",33,658,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-15T00:00:00Z","1537",2,10,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-15T00:00:00Z","1557",3,7,"profilaktika"
"Vilniaus universitetas","2021-01-15T00:00:00Z","1477",52,161,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-16T00:00:00Z","1477",19,397,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-01-16T00:00:00Z","1477",33,143,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-01-16T00:00:00Z","1477",172,525,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-16T00:00:00Z","1477",0,28,"profilaktika"
"UAB ""Baltic Medics""","2021-01-16T00:00:00Z","1477",99,480,"profilaktika"
"UAB ""Rezus.lt""","2021-01-16T00:00:00Z","1477",68,419,"profilaktika"
"UAB ""Rezus.lt""","2021-01-16T00:00:00Z","1557",0,120,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-16T00:00:00Z","1477",75,814,"profilaktika"
"UAB InMedica","2021-01-16T00:00:00Z","1477",47,303,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-16T00:00:00Z","1557",0,3,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-16T00:00:00Z","1477",92,1027,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-16T00:00:00Z","1537",0,1,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-01-16T00:00:00Z","1477",57,223,"profilaktika"
"Viešoji įstaiga KLAIPĖDOS VAIKŲ LIGONINĖ","2021-01-16T00:00:00Z","1477",0,2,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-16T00:00:00Z","1557",0,2,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-16T00:00:00Z","1477",1,1,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-16T00:00:00Z","1557",3,2,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-16T00:00:00Z","1477",5,20,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-01-16T00:00:00Z","1477",2,50,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-16T00:00:00Z","1557",2,6,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-16T00:00:00Z","1477",9,127,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-16T00:00:00Z","1537",0,6,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-16T00:00:00Z","1477",1,3,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-16T00:00:00Z","1557",0,7,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-16T00:00:00Z","1557",6,4,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-16T00:00:00Z","1537",3,13,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-16T00:00:00Z","1477",38,338,"profilaktika"
"Vilniaus universitetas","2021-01-16T00:00:00Z","1477",14,49,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-17T00:00:00Z","1477",8,246,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-01-17T00:00:00Z","1477",141,428,"profilaktika"
"UAB ""Baltic Medics""","2021-01-17T00:00:00Z","1477",36,231,"profilaktika"
"UAB ""Baltic Medics""","2021-01-17T00:00:00Z","1557",0,2,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-17T00:00:00Z","1477",82,417,"profilaktika"
"UAB InMedica","2021-01-17T00:00:00Z","1477",24,136,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-17T00:00:00Z","1557",0,2,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-17T00:00:00Z","1477",39,1215,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-01-17T00:00:00Z","1477",45,190,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-17T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-17T00:00:00Z","1557",1,6,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-17T00:00:00Z","1477",1,4,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-17T00:00:00Z","1557",0,1,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-01-17T00:00:00Z","1477",14,57,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-17T00:00:00Z","1557",3,4,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-17T00:00:00Z","1477",30,201,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-17T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-17T00:00:00Z","1537",1,6,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-17T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-17T00:00:00Z","1557",2,5,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-17T00:00:00Z","1537",3,15,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-17T00:00:00Z","1477",21,268,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-17T00:00:00Z","1557",4,7,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-18T00:00:00Z","1477",23,417,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-01-18T00:00:00Z","1477",5,111,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-01-18T00:00:00Z","1477",177,554,"profilaktika"
"Nacionalinis vėžio institutas","2021-01-18T00:00:00Z","1477",20,117,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-18T00:00:00Z","1557",1,18,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-18T00:00:00Z","1477",22,183,"profilaktika"
"UAB ""Baltic Medics""","2021-01-18T00:00:00Z","1557",0,2,"profilaktika"
"UAB ""Baltic Medics""","2021-01-18T00:00:00Z","1477",7,56,"profilaktika"
"UAB ""Rezus.lt""","2021-01-18T00:00:00Z","1557",1,77,"profilaktika"
"UAB ""Rezus.lt""","2021-01-18T00:00:00Z","1477",7,61,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-01-18T00:00:00Z","1477",2,124,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-18T00:00:00Z","1477",236,1776,"profilaktika"
"UAB InMedica","2021-01-18T00:00:00Z","1557",0,9,"profilaktika"
"UAB InMedica","2021-01-18T00:00:00Z","1477",23,222,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-18T00:00:00Z","1477",119,1206,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-18T00:00:00Z","1557",0,34,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-01-18T00:00:00Z","1477",82,428,"profilaktika"
"Viešoji įstaiga KLAIPĖDOS VAIKŲ LIGONINĖ","2021-01-18T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-18T00:00:00Z","1557",0,7,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-18T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-18T00:00:00Z","1477",5,9,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-18T00:00:00Z","1557",0,6,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-01-18T00:00:00Z","1477",14,124,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-18T00:00:00Z","1477",26,603,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-18T00:00:00Z","1557",0,7,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-18T00:00:00Z","1537",0,19,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-18T00:00:00Z","1477",0,2,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-18T00:00:00Z","1557",4,7,"profilaktika"
"Viešoji įstaiga Vilniaus miesto klinikinė ligoninė","2021-01-18T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-18T00:00:00Z","1557",6,14,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-18T00:00:00Z","1537",6,12,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-18T00:00:00Z","1477",37,1093,"profilaktika"
"Vilniaus universitetas","2021-01-18T00:00:00Z","1477",10,34,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-19T00:00:00Z","1477",29,682,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-01-19T00:00:00Z","1477",92,219,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-01-19T00:00:00Z","1477",156,414,"profilaktika"
"Nacionalinis vėžio institutas","2021-01-19T00:00:00Z","1477",5,110,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-19T00:00:00Z","1557",0,15,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-19T00:00:00Z","1477",18,151,"profilaktika"
"UAB ""Baltic Medics""","2021-01-19T00:00:00Z","1477",129,616,"profilaktika"
"UAB ""Baltic Medics""","2021-01-19T00:00:00Z","1537",0,2,"profilaktika"
"UAB ""Rezus.lt""","2021-01-19T00:00:00Z","1557",2,143,"profilaktika"
"UAB ""Rezus.lt""","2021-01-19T00:00:00Z","1477",56,199,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-01-19T00:00:00Z","1477",4,126,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-19T00:00:00Z","1477",233,1861,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-19T00:00:00Z","1557",0,3,"profilaktika"
